num_runs	$D$	$R$
7845	1512896	6786680
7846	1493137	6921126
7847	1489928	6765270
7848	1506092	6792626
7849	1525385	6745328
7850	1534802	6889207
7851	1479597	6864214
7852	1554004	6840923
7853	1474421	6643632
7854	1532196	6763000
7855	1476669	6787265
7856	1489688	6761390
7857	1479031	6887377
7858	1532051	6888466
7859	1488219	6782579
7860	1531725	6786596
7861	1534626	6843742
7862	1505248	6766437
7863	1574129	6810797
7864	1484516	6700484
7865	1441010	6815958
7866	1513152	6841167
7867	1488901	6792845
7868	1461866	6752545
7869	1524213	6703568
7870	1504472	6764666
7871	1504051	6803993
7872	1552798	6928094
7873	1536058	6734498
7874	1497283	6739940
7875	1505109	6930662
7876	1514115	6749805
7877	1509358	6766593
7878	1527091	6836529
7879	1517921	6760866
7880	1525971	6789071
7881	1548130	6662083
7882	1525236	6669204
7883	1507642	6698646
7884	1529573	6702465
7885	1510837	6725561
7886	1494942	6930708
7887	1518773	6718286
7888	1529177	6790458
7889	1493344	6880139
7890	1539916	6818793
7891	1493635	6792359
7892	1519013	6666997
7893	1567962	6921144
7894	1466380	6759703
7895	1488175	6689624
7896	1462272	7001780
7897	1531721	6889199
7898	1502873	6741912
7899	1476094	6833384
7900	1473349	6869956
7901	1516940	6777552
7902	1472958	6830680
7903	1480091	6833202
7904	1536122	6810073
7905	1507118	6755905
7906	1526926	6827287
7907	1549764	6689129
7908	1476314	6646233
7909	1508620	6827649
7910	1506164	6796494
7911	1517923	7060029
7912	1536322	6875088
7913	1562025	6812021
7914	1534343	6791454
7915	1510241	6671005
7916	1486486	6798577
7917	1491925	6845765
7918	1493364	6845084
7919	1512791	6741935
7920	1524200	6834191
7921	1540094	6790916
7922	1530541	6694795
7923	1557693	6834030
7924	1485519	6853201
7925	1498059	6701689
7926	1439255	6815925
7927	1494450	6743774
7928	1469566	6769774
7929	1523905	6933375
7930	1515850	6854334
7931	1503611	6622737
7932	1535857	6689191
7933	1505382	6810677
7934	1500180	6919815
7935	1441853	6778448
7936	1515296	6780113
7937	1516042	6860700
7938	1557394	6781152
7939	1488063	6840075
7940	1550236	6749867
7941	1501245	6866271
7942	1495003	6820065
7943	1488757	6837965
7944	1523248	6607488
7945	1453419	6733887
7946	1505068	6691483
7947	1501704	6754147
7948	1487845	6555713
7949	1516880	6953648
7950	1478460	6822830
7951	1513419	6614144
7952	1515781	6746349
7953	1484763	6882682
7954	1488186	6644927
7955	1530526	6790785
7956	1482052	6727637
7957	1554603	6781974
7958	1542047	6730955
7959	1492674	6863158
7960	1565891	6921280
7961	1506549	6538065
7962	1443547	6745575
7963	1480042	6958005
7964	1521156	6875087
7965	1499364	6676648
7966	1485646	6752314
7967	1539113	6886399
7968	1479811	6919379
7969	1544689	6701230
7970	1544456	6834224
7971	1493862	6847261
7972	1586771	6870536
7973	1534731	6728283
7974	1488591	6680007
7975	1543065	6900791
7976	1484957	6724814
7977	1544863	6696743
7978	1466065	6811493
7979	1506483	6784909
7980	1497256	6832612
7981	1554202	6800727
7982	1499104	6865790
7983	1514132	6941710
7984	1515924	6832533
7985	1518759	6759820
7986	1497259	6838445
7987	1519403	6754914
7988	1473767	6716592
7989	1452358	6800285
7990	1539671	6890663
7991	1484247	6928269
7992	1525606	6721278
7993	1534711	6819261
7994	1488976	6843039
7995	1497128	6706958
7996	1512693	6632702
7997	1511086	6781334
7998	1534165	6926407
7999	1461865	6764554
8000	1551010	6865439
8001	1467108	6852237
8002	1513537	6763877
8003	1532427	6718518
8004	1480249	6768202
8005	1510491	6674061
8006	1533315	6881128
8007	1526832	6883115
8008	1541143	6778723
8009	1472661	6748647
8010	1567597	6662712
8011	1547670	6766056
8012	1509701	6847468
8013	1505248	6756880
8014	1539409	6817948
8015	1486755	6746304
8016	1503287	6832708
8017	1548922	6752203
8018	1498473	6801694
8019	1529064	6814460
8020	1514135	6702483
8021	1503053	6847744
8022	1497649	6914471
8023	1494460	6696452
8024	1537943	6741583
8025	1521615	6861688
8026	1524419	6721067
8027	1505600	6724900
8028	1506057	6641243
8029	1537629	6708226
8030	1540537	6696660
8031	1481826	6802272
8032	1465835	6607351
8033	1499465	6689453
8034	1464713	6703837
8035	1489793	6910580
8036	1562592	6738761
8037	1480813	6731167
8038	1537476	6783144
8039	1568325	6841819
8040	1518326	6821395
8041	1446700	6711690
8042	1467745	6818234
8043	1516007	6814812
8044	1508887	6859381
8045	1476155	6766341
8046	1522661	6730402
8047	1508677	6802845
8048	1522362	6794822
8049	1472890	6953864
8050	1525906	6684897
8051	1499390	6822229
8052	1502540	6605287
8053	1520720	6736955
8054	1506234	6858677
8055	1511591	6693033
8056	1540388	6677123
8057	1583833	6738175
8058	1527478	6762257
8059	1487635	6986317
8060	1478853	6856213
8061	1562956	6778836
8062	1523988	6764469
8063	1465800	6808788
8064	1539901	6824867
8065	1499784	6843958
8066	1488838	6770232
8067	1449987	6754863
8068	1509348	6844532
8069	1465532	6827951
8070	1509107	6737664
8071	1500080	6676553
8072	1452838	6752400
8073	1572734	6684124
8074	1475781	6785379
8075	1527574	6699338
8076	1556229	6813778
8077	1553531	6869388
8078	1504724	6834376
8079	1520972	6748786
8080	1473162	6664630
8081	1549800	6727303
8082	1535105	6602002
8083	1529993	6848761
8084	1554915	6789784
8085	1546868	6737907
8086	1501822	6754310
8087	1473403	6823636
8088	1531088	6804248
8089	1530610	6821190
8090	1576917	6684164
8091	1489960	6668758
8092	1563560	6841756
8093	1552031	6755381
8094	1528391	6773023
8095	1526187	6832785
8096	1469510	6819817
8097	1534133	6796714
8098	1443303	6864288
8099	1533594	6671212
8100	1557086	6747582
8101	1502152	6744700
8102	1511751	6743617
8103	1503726	6771621
8104	1461927	6828439
8105	1542220	6905068
8106	1468519	6757996
8107	1485977	6792463
8108	1559699	6793342
8109	1481737	6794163
8110	1529666	6967824
8111	1479827	6750569
8112	1501451	6786167
8113	1488929	6744132
8114	1490765	6751051
8115	1520304	6783118
8116	1524572	6830526
8117	1550229	6756566
8118	1580974	6798742
8119	1456010	6866693
8120	1535625	6791852
8121	1557697	6841431
8122	1513361	6754342
8123	1458759	6788517
8124	1515783	6904833
8125	1489348	6799861
8126	1541006	6726712
8127	1433391	6707925
8128	1523663	6791315
8129	1525510	6686888
8130	1468326	6719245
8131	1494317	6833494
8132	1519083	6791283
8133	1456861	6735918
8134	1503206	6753482
8135	1500575	6819321
8136	1475029	6817042
8137	1513855	6624889
8138	1489048	6675926
8139	1533644	6995208
8140	1517670	6721491
8141	1523385	6751025
8142	1509866	6815128
8143	1481866	6729098
8144	1502365	6840938
8145	1510339	6702920
8146	1512900	6766475
8147	1507173	6726515
8148	1520890	6771354
8149	1536385	6724466
8150	1531425	6844116
8151	1477945	6857290
8152	1517276	6654731
8153	1515272	6821241
8154	1505853	6901406
8155	1487335	6738415
8156	1504306	6796250
8157	1482050	6765859
8158	1519819	6818978
8159	1539351	6674440
8160	1489105	6684350
8161	1466314	6864415
8162	1514540	6827867
8163	1488289	6818447
8164	1511711	6835274
8165	1517195	6820756
8166	1520511	6729177
8167	1553753	6534549
8168	1543075	6799426
8169	1586029	6793637
8170	1521082	6778227
8171	1472194	6847219
8172	1516800	6791117
8173	1524188	6813048
8174	1520167	6665008
8175	1517922	6787495
8176	1502224	6762289
8177	1561272	6791878
8178	1540593	6712293
8179	1547489	6787708
8180	1530089	6943983
8181	1596742	6733125
8182	1466392	6834710
8183	1514284	6807564
8184	1520070	6712306
8185	1523989	6830244
8186	1479553	6771498
8187	1522155	6882008
8188	1566844	6831313
8189	1557293	6647916
8190	1533780	6794822
8191	1513354	6753955
8192	1528239	6741129
8193	1474536	6830303
8194	1495413	6764166
8195	1515385	6786744
8196	1480956	6870092
8197	1524227	6833848
8198	1488460	6914197
8199	1508719	6914430
8200	1479263	6747786
8201	1498876	6724580
8202	1552921	6766787
8203	1546524	6809577
8204	1472721	6753719
8205	1523497	6621197
8206	1510387	6737281
8207	1465921	6825517
8208	1549414	6864213
8209	1463488	6701197
8210	1493653	6877382
8211	1540641	6800096
8212	1506201	6814121
8213	1506547	6815232
8214	1470626	6849538
8215	1507590	6902748
8216	1489225	6761026
8217	1505060	6676686
8218	1514338	6665286
8219	1487615	6852550
8220	1450399	6671305
8221	1497511	6794516
8222	1516299	6751323
8223	1529967	6708153
8224	1496413	6720936
8225	1493684	6958042
8226	1544081	6793532
8227	1521436	6817386
8228	1487177	6932722
8229	1499970	6763131
8230	1557715	6884163
8231	1506139	6834136
8232	1517479	6836934
8233	1538437	6744068
8234	1517089	6958154
8235	1476284	6692965
8236	1560118	6912636
8237	1526937	6867967
8238	1496519	6588629
8239	1529148	6803118
8240	1540696	6762932
8241	1519405	6815290
8242	1476282	6829050
8243	1527484	6909793
8244	1477253	6826093
8245	1537799	6717287
8246	1519639	6788687
8247	1509216	6733083
8248	1486748	6776621
8249	1489820	6837304
8250	1485602	6788361
8251	1516888	6935371
8252	1534662	6685230
8253	1558412	6816548
8254	1479681	6798953
8255	1533720	6771620
8256	1471789	6919208
8257	1468073	6830982
8258	1474863	6774210
8259	1473966	6648679
8260	1510331	6672897
8261	1475687	6743628
8262	1502732	6683736
8263	1527850	6845868
8264	1525586	6868512
8265	1486325	6804247
8266	1493067	6722071
8267	1440192	6706102
8268	1514415	6832840
8269	1502073	6698431
8270	1550505	6829470
8271	1545009	6716784
8272	1541892	6839370
8273	1482502	6672828
8274	1504634	6806431
8275	1496754	6731594
8276	1494163	6869965
8277	1496078	6718338
8278	1507436	6903398
8279	1520594	6629066
8280	1462431	6524061
8281	1502095	6731950
8282	1533233	6950906
8283	1543928	6877631
8284	1546172	6855340
8285	1504765	6858953
8286	1541462	6803707
8287	1517828	6829778
8288	1529582	6834298
8289	1532491	6691823
8290	1504028	6723607
8291	1494162	6805086
8292	1554626	6993306
8293	1470501	6691300
8294	1526289	6777925
8295	1497223	6569024
8296	1508201	6762828
8297	1486429	6862194
8298	1532628	6864955
8299	1511359	6765885
8300	1499096	6742146
8301	1496634	6795090
8302	1512463	6852742
8303	1466679	6816991
8304	1523606	6630144
8305	1479618	6716183
8306	1539445	6578055
8307	1471318	6789168
8308	1483590	6753129
8309	1507086	6932939
8310	1500468	6830224
8311	1491624	6890120
8312	1549886	6896846
8313	1497931	6784671
8314	1542219	6739806
8315	1484865	6823652
8316	1512575	6801159
8317	1554810	6876553
8318	1480056	6645602
8319	1519068	6744019
8320	1518614	6883285
8321	1502538	6755077
8322	1535675	6868464
8323	1517325	6783606
8324	1514693	6805567
8325	1527378	6736143
8326	1444828	6824007
8327	1567652	6818181
8328	1478224	6847994
8329	1503117	6690677
8330	1503822	7008240
8331	1473646	6841269
8332	1536267	6878317
8333	1473104	6721779
8334	1533751	6856832
8335	1549308	6722656
8336	1574761	6762617
8337	1509731	6636767
8338	1496541	6821097
8339	1524186	6783510
8340	1544128	6770082
8341	1517192	6713063
8342	1537513	6644712
8343	1486218	6771888
8344	1452091	6927684
8345	1533869	6746804
8346	1474676	6824484
8347	1505026	6745495
8348	1540300	6906430
8349	1492541	6798849
8350	1499481	6796232
8351	1488225	6903303
8352	1478868	6910620
8353	1509855	6710518
8354	1493992	6815038
8355	1491703	6840173
8356	1545754	6697599
8357	1465490	6684250
8358	1465716	6844365
8359	1482739	6797643
8360	1476920	6703526
8361	1436445	6618284
8362	1503276	6742936
8363	1495334	6603288
8364	1513254	6771245
8365	1506997	6784321
8366	1509570	6789472
8367	1532040	6857275
8368	1565848	6668851
8369	1496683	6851614
8370	1554300	6740410
8371	1506959	6890014
8372	1488114	6854411
8373	1522520	6778858
8374	1535804	6864322
8375	1512236	6809857
8376	1521047	6818798
8377	1520073	6862576
8378	1516074	6715492
8379	1478124	6803513
8380	1523730	6754351
8381	1536543	6813020
8382	1531805	6709379
8383	1555213	6772232
8384	1515630	6691304
8385	1538249	6847473
8386	1515103	6771629
8387	1491595	6685644
8388	1528612	6609701
8389	1493590	6879634
8390	1498732	6794618
8391	1475068	6608194
8392	1553905	6787104
8393	1481584	6802714
8394	1466942	6684779
8395	1549638	6717386
8396	1513574	6819092
8397	1547263	6780734
8398	1513609	6752563
8399	1510140	6732617
8400	1500375	6710057
8401	1520912	6920165
8402	1473018	6882784
8403	1507288	6745026
8404	1539322	6659946
8405	1580681	6848442
8406	1518534	6789760
8407	1458947	6686822
8408	1508513	6760405
8409	1487150	6856333
8410	1509502	6763621
8411	1495058	6895526
8412	1557856	6831209
8413	1523446	6722410
8414	1512685	6870589
8415	1533016	6841838
8416	1560556	6869807
8417	1534666	6851854
8418	1478593	6773772
8419	1554520	6861697
8420	1602462	6895467
8421	1483273	6735929
8422	1512572	6862708
8423	1529365	6873082
8424	1507389	6714408
8425	1505908	6760662
8426	1472827	6714654
8427	1449000	6698051
8428	1499740	6747510
8429	1535675	6751135
8430	1595163	6785591
8431	1517933	6764846
8432	1512687	6893237
8433	1497925	6716908
8434	1549597	6862039
8435	1534812	6699974
8436	1467796	6843162
8437	1531423	6794891
8438	1510692	6802772
8439	1565616	6882534
8440	1542199	6897261
8441	1486561	6620656
8442	1513179	6832948
8443	1531646	6776554
8444	1504907	6761033
8445	1568767	6750914
8446	1502393	6857135
8447	1523296	6681812
8448	1553126	6934175
8449	1545463	6742109
8450	1452170	6685645
8451	1529460	6783976
8452	1494662	6911167
8453	1574900	6677857
8454	1556565	6839563
8455	1532867	6828316
8456	1526302	6870773
8457	1537524	6953255
8458	1546556	6880241
8459	1468117	6836395
8460	1481555	6751385
8461	1495629	6707267
8462	1506558	6800139
8463	1516951	6756527
8464	1466874	6785821
8465	1504776	6764470
8466	1537019	6863686
8467	1504606	6760401
8468	1554309	6775269
8469	1489697	6783424
8470	1502423	6718509
8471	1505144	6746964
8472	1500323	6848468
8473	1512955	6857126
8474	1494582	6778306
8475	1478726	6819614
8476	1489334	6684643
8477	1533638	6780932
8478	1515983	6697651
8479	1541685	6711830
8480	1489539	6740913
8481	1528338	6812231
8482	1481840	6704396
8483	1494908	6776319
8484	1548832	6828301
8485	1518678	6715960
8486	1468810	6710412
8487	1482882	6742824
8488	1512440	6817481
8489	1501969	6703779
8490	1568843	6872102
8491	1560758	6694701
8492	1477917	6815760
8493	1460890	6771664
8494	1440734	6878587
8495	1528147	6732347
8496	1492341	6841491
8497	1465068	6861350
8498	1522279	6816379
8499	1502780	6948747
8500	1501361	6909188
8501	1492812	6651113
8502	1566904	6726505
8503	1477021	6798434
8504	1475100	6698097
8505	1513867	6809039
8506	1474087	6766447
8507	1468264	6794140
8508	1485968	6685449
8509	1514906	6787184
8510	1451296	6655929
8511	1487805	6990957
8512	1524876	6710225
8513	1502783	6865044
8514	1482816	6911324
8515	1480440	6628143
8516	1541715	6629071
8517	1565327	6712624
8518	1541094	6973924
8519	1510206	6780894
8520	1542911	6712362
8521	1516307	6710487
8522	1503925	6749909
8523	1481674	6836106
8524	1468545	6863505
8525	1507528	6748127
8526	1484657	6746953
8527	1528366	6846694
8528	1509212	6807363
8529	1535795	6847479
8530	1458453	6745141
8531	1554915	6864484
8532	1503235	6691325
8533	1519209	6798849
8534	1517269	6822201
8535	1537159	6754623
8536	1546460	6795663
8537	1503043	6848076
8538	1482245	6651622
8539	1478278	6777952
8540	1520477	6742193
8541	1509885	6819091
8542	1560334	6833440
8543	1544281	6890268
8544	1511665	6734923
8545	1506811	6702447
8546	1486112	6773861
8547	1512826	6892523
8548	1489110	6772441
8549	1556385	6708795
8550	1483374	6730996
8551	1478719	6844788
8552	1532715	6813921
8553	1531793	6712287
8554	1509471	6739775
8555	1507127	6907305
8556	1536420	6998743
8557	1487805	6738437
8558	1515596	6783311
8559	1511535	6842249
8560	1454849	6606450
8561	1483808	6811221
8562	1459101	6735779
8563	1503732	6771618
8564	1480802	6794459
8565	1505627	6770046
8566	1508900	6675453
8567	1508955	6680592
8568	1527779	6853217
8569	1541549	6713330
8570	1517453	6818110
8571	1449460	6787705
8572	1519472	6803432
8573	1472000	6764476
8574	1503647	6642270
8575	1476879	6694823
8576	1477422	6778566
8577	1521841	6708484
8578	1508873	6808450
8579	1530430	6699794
8580	1513121	6736123
8581	1541890	6633817
8582	1456606	6834869
8583	1410540	6696433
8584	1546932	6701673
8585	1455284	6705197
8586	1518638	6832245
8587	1543136	6809143
8588	1505212	6748300
8589	1526402	6866827
8590	1570158	6634386
8591	1503052	6893930
8592	1513555	6656407
8593	1529431	6572881
8594	1499803	6811088
8595	1512704	6797122
8596	1530615	6649421
8597	1461394	6737873
8598	1495514	6794986
8599	1487179	6845497
8600	1480149	6801150
8601	1545690	6768872
8602	1522362	6845079
8603	1503038	6791066
8604	1513429	6771796
8605	1531417	6589778
8606	1591872	6815657
8607	1494409	6717078
8608	1515387	6915572
8609	1476852	6639397
8610	1451367	6617276
8611	1488660	6660296
8612	1478680	6777757
8613	1500589	6810764
8614	1521815	6787704
8615	1467989	6836408
8616	1516855	6702174
8617	1469389	6751631
8618	1524164	6947358
8619	1564300	6864044
8620	1488896	6797462
8621	1468626	6897149
8622	1543123	6853442
8623	1484583	6759128
8624	1469391	6819298
8625	1462944	6685082
8626	1499333	6958008
8627	1546867	6793584
8628	1524044	6847720
8629	1527227	6759667
8630	1535827	6747976
8631	1517270	6643782
8632	1500253	6695673
8633	1514735	6733802
8634	1501329	6767668
8635	1378589	6811019
8636	1494494	6779378
8637	1510801	6823117
8638	1435486	6585289
8639	1527484	6734049
8640	1511909	6903662
8641	1486972	6840389
8642	1510352	6768800
8643	1538846	6688457
8644	1573634	6839203
8645	1494977	6847155
8646	1556169	6895513
8647	1509156	6702209
8648	1548203	6685626
8649	1542261	6754613
8650	1516799	6796827
8651	1516241	6768851
8652	1487055	6715306
8653	1539264	6813094
8654	1508648	6836736
8655	1466049	6778882
8656	1454255	6798426
8657	1478978	6801325
8658	1495189	6803893
8659	1538899	6718666
8660	1473456	6752200
8661	1481964	6765857
8662	1485048	6870913
8663	1517748	6809957
8664	1520694	6671092
8665	1528109	6741081
8666	1483344	6641184
8667	1517936	6742168
8668	1499575	6688682
8669	1493755	6798884
8670	1527463	6730603
8671	1533206	6802735
8672	1529619	6755380
8673	1458429	6701071
8674	1491460	6824211
8675	1530767	6921044
8676	1530162	6814717
8677	1537242	6654989
8678	1535269	6772261
8679	1517297	6755346
8680	1506472	6742592
8681	1492856	6779928
8682	1519314	6736833
8683	1459449	6857523
8684	1491831	6717694
8685	1491053	6759912
8686	1505962	6899761
8687	1549837	6673011
8688	1505951	6862140
8689	1467534	6740661
8690	1476792	6824423
8691	1511323	6880395
8692	1499689	6790327
8693	1463116	6666795
8694	1483076	6723855
8695	1523411	6671434
8696	1529799	6772012
8697	1489137	6829260
8698	1480490	6868861
8699	1433463	6868109
8700	1498601	6749386
8701	1502476	6851227
8702	1461834	6860119
8703	1510854	6813349
8704	1516733	6674229
8705	1470032	6820381
8706	1535240	6889757
8707	1542304	6880665
8708	1504853	6820581
8709	1524287	6746034
8710	1462877	6779168
8711	1501312	6807797
8712	1534361	6778848
8713	1434569	6829112
8714	1496702	6730320
8715	1492380	6774177
8716	1505330	6766735
8717	1489292	6714236
8718	1444320	6814795
8719	1526542	6705400
8720	1441244	6716251
8721	1528313	6815342
8722	1499510	6815453
8723	1497526	6826460
8724	1528627	6765455
8725	1511180	6721082
8726	1563813	6733885
8727	1512642	6649819
8728	1544563	6758979
8729	1514209	6746715
8730	1514650	6758631
8731	1470531	6833045
8732	1485826	6716194
8733	1525404	6721687
8734	1530685	6875719
8735	1491286	6787830
8736	1578573	6657341
8737	1534931	6784368
8738	1518419	6840968
8739	1532856	6835910
8740	1501695	6888672
8741	1476634	6705256
8742	1481621	6690386
8743	1476762	6762458
8744	1499552	6835834
8745	1531093	6951613
8746	1491365	6779574
8747	1548874	6936766
8748	1460767	6796828
8749	1491377	6793289
8750	1472383	6795413
8751	1506785	6734449
8752	1519762	6806875
8753	1526560	6660441
8754	1534998	6698436
8755	1517117	6739747
8756	1494077	6641986
8757	1487087	6823226
8758	1492679	6811644
8759	1517181	6948878
8760	1498405	6870033
8761	1477914	6766040
8762	1548407	6843676
8763	1523969	6831255
8764	1522147	6765339
8765	1477963	6585649
8766	1540433	6815380
8767	1559573	6786968
8768	1440953	6732230
8769	1489102	6844244
8770	1478234	6846231
8771	1572741	6829429
8772	1512323	6794741
8773	1504108	6802261
8774	1522393	6641607
8775	1499126	6749641
8776	1594658	6840982
8777	1542027	6829230
8778	1483423	6811289
8779	1484334	6739493
8780	1506268	6784826
8781	1483877	6831095
8782	1532628	6809401
8783	1520954	6637632
8784	1505768	6930357
8785	1527754	6740898
8786	1535037	6823622
8787	1463178	6797280
8788	1506499	6724176
8789	1520823	6817187
8790	1524371	6715064
8791	1503621	6968601
8792	1464680	6814505
8793	1539133	6803877
8794	1471333	6864103
8795	1527774	6710306
8796	1502320	6665759
8797	1518770	6855683
8798	1454020	6824129
8799	1524269	6763417
8800	1529847	6657201
8801	1467532	6959320
8802	1476174	6729433
8803	1470778	6783442
8804	1464757	6840210
8805	1485568	6809858
8806	1507424	6716880
8807	1514280	6872296
8808	1527059	6881282
8809	1542078	6810144
8810	1548256	6718508
8811	1558680	6758699
8812	1510455	6761553
8813	1502460	6605955
8814	1522021	6761975
8815	1531467	6894063
8816	1514469	6826325
8817	1499673	6704858
8818	1515757	6827187
8819	1504714	6870827
8820	1520013	6809361
8821	1474178	6743159
8822	1480514	6983159
8823	1556292	6783819
8824	1534219	6620653
8825	1554503	6682164
8826	1507141	6742122
8827	1494938	6816302
8828	1541806	6733174
8829	1534015	6667005
8830	1520092	6900012
8831	1511967	6803699
8832	1523315	6754006
8833	1483647	6892043
8834	1521910	6696442
8835	1469043	6786020
8836	1435481	6953203
8837	1518182	6803615
8838	1564951	6809044
8839	1497742	6604554
8840	1481296	6535259
8841	1485996	6991600
8842	1568167	6810494
8843	1560176	6741801
8844	1525515	6790784
8845	1517565	6737947
8846	1507397	6749294
8847	1523751	6740224
8848	1483064	6812122
8849	1516229	6720589
8850	1527773	6880341
8851	1487200	6673702
8852	1516733	6733597
8853	1499385	6752997
8854	1456767	6874674
8855	1458227	6772074
8856	1582474	6828074
8857	1530409	6840151
8858	1490423	6793904
8859	1534522	6778392
8860	1500084	6893160
8861	1549630	6801053
8862	1533985	6795802
8863	1500552	6869628
8864	1488795	6874917
8865	1550630	6784338
8866	1481510	6797806
8867	1511751	6679350
8868	1512110	6831153
8869	1522407	6746485
8870	1465011	6957882
8871	1497626	6860301
8872	1510160	6846157
8873	1485117	6938553
8874	1491024	6755441
8875	1488455	6881522
8876	1515516	6842283
8877	1543951	6877708
8878	1532794	6903316
8879	1514963	6682779
8880	1521133	6663213
8881	1483541	6711770
8882	1573541	6677459
8883	1557884	6859296
8884	1461712	6754883
8885	1504931	6826191
8886	1511261	6776000
8887	1543120	6844251
8888	1541766	6842787
8889	1550387	6647598
8890	1497383	6794153
8891	1505749	6709601
8892	1535390	6699610
8893	1495923	6954591
8894	1474106	6825173
8895	1487628	6645171
8896	1517484	6769411
8897	1530370	6723104
8898	1503036	6884088
8899	1537299	6684056
8900	1519909	6812352
8901	1459426	6793930
8902	1482190	6698676
8903	1506112	6803243
8904	1506622	6835062
8905	1446886	6711912
8906	1525594	6668679
8907	1508263	6784439
8908	1521418	6709109
8909	1549580	6736978
8910	1485596	6679328
8911	1542299	6726504
8912	1493508	6845139
8913	1516995	6763203
8914	1455964	6773156
8915	1448949	6688199
8916	1499003	6768433
8917	1463717	6807075
8918	1527588	6699733
8919	1484127	6687423
8920	1503505	6719106
8921	1495477	6651870
8922	1484342	6788877
8923	1506153	6948994
8924	1515778	6771652
8925	1505323	6783765
8926	1469551	6849709
8927	1524616	6706450
8928	1525135	6908480
8929	1547286	6760369
8930	1504559	6808104
8931	1520540	6792343
8932	1524328	6822741
8933	1467969	6714022
8934	1503427	6864095
8935	1533483	6864311
8936	1523361	6761064
8937	1516980	6807135
8938	1532705	6759223
8939	1489572	6807842
8940	1507275	6916992
8941	1456201	6801640
8942	1473986	6788672
8943	1454906	6568022
8944	1507867	6795162
8945	1528141	6845581
8946	1524679	6844717
8947	1490682	6779635
8948	1453791	6813215
8949	1521179	6716447
8950	1527323	6846851
8951	1498935	6823577
8952	1526030	6764289
8953	1543044	6772519
8954	1539683	6759445
8955	1541580	6797695
8956	1547659	6854656
8957	1506806	6685579
8958	1519422	6874278
8959	1531265	6826061
8960	1524625	6855225
8961	1499061	6682444
8962	1507578	6830155
8963	1480452	6767874
8964	1501314	6825803
8965	1485710	6784644
8966	1516962	6778962
8967	1482056	6791948
8968	1490060	6840718
8969	1534980	6929693
8970	1486373	6723640
8971	1475607	6891963
8972	1502374	6850880
8973	1509011	6796221
8974	1503651	6830708
8975	1507013	6684712
8976	1525307	6774869
8977	1442286	6764756
8978	1499346	6784894
8979	1506859	6731956
8980	1468966	6800965
8981	1495435	6765680
8982	1507615	6783368
8983	1459990	6806286
8984	1559100	6894898
8985	1558860	6681865
8986	1510930	6761787
8987	1459422	6715633
8988	1470449	6596704
8989	1532013	6827639
8990	1561686	6700563
8991	1502837	6881040
8992	1484804	6686389
8993	1521526	6887223
8994	1537212	6852401
8995	1509552	6740363
8996	1456876	6876625
8997	1466599	6783646
8998	1513169	6731252
8999	1497246	6853363
9000	1534849	6785895
9001	1489686	6803322
9002	1519181	6790270
9003	1493442	6850787
9004	1507767	6776752
9005	1549088	6710222
9006	1492679	6835941
9007	1522941	6829785
9008	1544313	6775556
9009	1478243	6719065
9010	1495362	6765763
9011	1547033	6741478
9012	1478384	6830588
9013	1550126	6807037
9014	1558962	6764970
9015	1524993	6775377
9016	1461521	6925770
9017	1486720	6667314
9018	1504453	6733960
9019	1479303	6717328
9020	1502963	6822936
9021	1492648	6915558
9022	1474914	6649013
9023	1513582	6740032
9024	1475153	6769241
9025	1477412	6831912
9026	1495449	6842877
9027	1506198	6934726
9028	1499938	6732436
9029	1521191	6722347
9030	1524693	6846516
9031	1478599	6825320
9032	1531086	6729057
9033	1514886	6731904
9034	1532445	6884125
9035	1503699	6771506
9036	1518394	6848863
9037	1542014	6822944
9038	1509725	6695853
9039	1541007	6765595
9040	1532181	6788777
9041	1506887	6896914
9042	1516541	6769973
9043	1509039	6851681
9044	1521483	6846896
9045	1562589	6704749
9046	1468308	6801725
9047	1516805	6782108
9048	1498003	6824277
9049	1522098	6778200
9050	1491688	6615822
9051	1504245	6789518
9052	1502446	6799050
9053	1480444	6534631
9054	1519638	6749497
9055	1505800	6731390
9056	1565488	6924278
9057	1474893	6852034
9058	1479811	6853812
9059	1515966	6792308
9060	1527052	6664231
9061	1502974	6694977
9062	1501302	6655514
9063	1491454	6608279
9064	1519265	6817616
9065	1536280	6623064
9066	1541434	6769043
9067	1492979	6743269
9068	1474299	6827456
9069	1489447	6669788
9070	1524763	6873235
9071	1474084	6841341
9072	1524057	6633920
9073	1463904	6807766
9074	1515571	6852743
9075	1514030	6854828
9076	1546958	6983264
9077	1490191	6882119
9078	1531245	6825568
9079	1483290	6783218
9080	1446407	6825436
9081	1552490	6677440
9082	1545787	6888461
9083	1521387	6815230
9084	1475262	6817491
9085	1532991	6780611
9086	1567294	6854256
9087	1584382	6748981
9088	1553339	6789914
9089	1536947	6759699
9090	1504357	6847219
9091	1472116	6824908
9092	1474918	6668262
9093	1524269	6806571
9094	1502079	6768779
9095	1494566	6715212
9096	1567442	6880840
9097	1511422	6764248
9098	1449652	6676547
9099	1456413	6815896
9100	1509362	6771702
9101	1477953	6839034
9102	1533137	6835586
9103	1486293	6745106
9104	1522185	6791675
9105	1446884	6675773
9106	1526338	6877914
9107	1537417	6770061
9108	1468404	6776376
9109	1515323	6772508
9110	1514554	6670139
9111	1505301	6828781
9112	1538289	6802837
9113	1502099	6837318
9114	1468748	6780265
9115	1499549	6790233
